size,bold,italic,text_len,num_prefix,is_larger_than_common_font,text_case,is_bulleted,text,label
10,0,0,47,0,0,mixed,0,Amended Business Outcomes and Chapters matching,P
10,0,0,28,0,0,sentence,0,Working group updates on 0.7,P
10,0,0,30,0,0,mixed,0,GA release for Agile Extension,P
10,0,0,12,0,0,sentence,0,Version 2014,P
10,0,0,12,0,0,sentence,0,Page 3 of 12,P
10,0,0,12,0,0,sentence,0,"May 31, 2014",P
6,0,0,51,0,0,mixed,0,International Software Testing Qualifications Board,P
12,0,0,8,0,1,sentence,0,Overview,P
10,0,0,39,0,0,mixed,0,Foundation Level Extension Agile Tester,P
10,0,0,13,0,0,sentence,0,International,P
10,0,0,16,0,0,mixed,0,Software Testing,P
10,0,0,20,0,0,mixed,0,Qualifications Board,P
16,1,0,17,0,1,mixed,0,Table of Contents,H2
10,1,0,16,0,0,mixed,0,Revision History,H3
10,1,0,1,0,0,mixed,0,3,P
10,1,0,17,0,0,mixed,0,Table of Contents,H3
10,1,0,136,0,0,mixed,0,........................................................................................................................................,P
10,1,0,1,0,0,mixed,0,4,P
10,1,0,2,1,0,mixed,0,1,P
10,1,0,2,1,0,mixed,0,2,P
10,1,0,47,0,0,mixed,0,Introduction to the Foundation Level Extensions,H3
10,1,0,76,0,0,mixed,0,............................................................................,P
10,1,0,1,0,0,mixed,0,6,P
10,1,0,55,0,0,mixed,0,Introduction to Foundation Level Agile Tester Extension,H3
10,1,0,63,0,0,mixed,0,...............................................................,P
10,1,0,1,0,0,mixed,0,7,P
10,0,0,3,1,0,mixed,0,2.1,P
10,0,0,17,0,0,mixed,0,Intended Audience,P
10,0,0,28,1,0,mixed,0,2.2 Career Paths for Testers,P
10,0,0,19,0,0,mixed,0,Learning Objectives,P
10,0,0,3,1,0,mixed,0,2.3,P
10,0,0,18,0,0,mixed,0,Entry Requirements,P
10,0,0,3,1,0,mixed,0,2.4,P
10,0,0,29,0,0,mixed,0,Structure and Course Duration,P
10,0,0,3,1,0,mixed,0,2.5,P
10,0,0,18,0,0,mixed,0,Keeping It Current,P
10,0,0,3,1,0,mixed,0,2.6,P
10,0,0,117,0,0,mixed,0,.....................................................................................................................,P
10,0,0,108,0,0,mixed,0,............................................................................................................,P
10,0,0,115,0,0,mixed,0,...................................................................................................................,P
10,0,0,115,0,0,mixed,0,...................................................................................................................,P
10,0,0,99,0,0,mixed,0,...................................................................................................,P
10,0,0,118,0,0,mixed,0,......................................................................................................................,P
10,0,0,1,0,0,mixed,0,7,P
10,0,0,1,0,0,mixed,0,7,P
10,0,0,1,0,0,mixed,0,7,P
10,0,0,1,0,0,mixed,0,8,P
10,0,0,1,0,0,mixed,0,8,P
10,0,0,1,0,0,mixed,0,9,P
10,1,0,67,1,0,mixed,0,3. Overview of the Foundation Level Extension Agile Tester Syllabus,H3
10,1,0,41,0,0,mixed,0,.........................................,P
10,1,0,2,0,0,mixed,0,10,P
10,0,0,3,1,0,mixed,0,3.1,P
10,0,0,11,1,0,mixed,0,3.2 Content,P
10,0,0,17,0,0,mixed,0,Business Outcomes,P
10,0,0,113,0,0,mixed,0,.................................................................................................................,P
10,0,0,132,0,0,mixed,0,....................................................................................................................................,P
10,0,0,2,0,0,mixed,0,10,P
10,0,0,2,0,0,mixed,0,10,P
10,1,0,13,1,0,mixed,0,4. References,H3
10,1,0,138,0,0,mixed,0,..........................................................................................................................................,P
10,1,0,2,0,0,mixed,0,12,P
10,0,0,10,0,0,sentence,0,Trademarks,P
10,0,0,3,1,0,mixed,0,4.1,P
10,0,0,27,1,0,mixed,0,4.2 Documents and Web Sites,P
10,0,0,125,0,0,mixed,0,.............................................................................................................................,P
10,0,0,103,0,0,mixed,0,.......................................................................................................,P
10,0,0,2,0,0,mixed,0,12,P
10,0,0,2,0,0,mixed,0,12,P
10,0,0,12,0,0,sentence,0,Version 2014,P
10,0,0,12,0,0,sentence,0,Page 4 of 12,P
10,0,0,12,0,0,sentence,0,"May 31, 2014",P
6,0,0,51,0,0,mixed,0,International Software Testing Qualifications Board,P
12,0,0,8,0,1,sentence,0,Overview,P
10,0,0,39,0,0,mixed,0,Foundation Level Extension Agile Tester,P
10,0,0,13,0,0,sentence,0,International,P
10,0,0,16,0,0,mixed,0,Software Testing,P
10,0,0,20,0,0,mixed,0,Qualifications Board,P
16,0,0,16,0,1,sentence,0,Acknowledgements,H2
10,0,0,97,0,0,mixed,0,This document was produced by a team from the International Software Testing Qualifications Board,P
10,0,0,31,0,0,mixed,0,Foundation Level Working Group.,P
10,0,0,104,0,0,mixed,0,The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,P
10,0,0,100,0,0,mixed,0,"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",P
10,0,0,94,0,0,mixed,0,"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",P
10,0,0,99,0,0,mixed,0,"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",P
10,0,0,88,0,0,mixed,0,"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",P
10,0,0,93,0,0,mixed,0,"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon",P
10,0,0,71,0,0,mixed,0,"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",P
10,0,0,89,0,0,mixed,0,"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra",P
10,0,0,97,0,0,mixed,0,"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula",P
10,0,0,91,0,0,mixed,0,"Pkknen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytknen, Monika Stoecklein-Olsen,",P
10,0,0,56,0,0,mixed,0,"Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",P
10,0,0,100,0,0,mixed,0,"The team thanks also the following persons, from the National Boards and the Agile expert community,",P
10,0,0,105,0,0,mixed,0,"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani",P
10,0,0,94,0,0,mixed,0,"Almog, Richard Berns, Stephen Bird, Monika Bgge, Afeng Chai, Josephine Crawford, Tibor Csndes,",P
10,0,0,99,0,0,mixed,0,"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill",P
10,0,0,109,0,0,mixed,0,"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter",P
10,0,0,97,0,0,mixed,0,"Morgan, Ninna Morin, Ingvar Nordstrom, Chris ODea, Klaus Olsen, Ismo Paukamainen, Nathalie Phung,",P
10,0,0,100,0,0,mixed,0,"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Silynoja, Soile Sainio, Lars-Erik",P
10,0,0,92,0,0,mixed,0,"Sandberg, Dakar Shalom, Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",P
10,0,0,97,0,0,mixed,0,"Stephanie Ulrich, Tommi Vlimki, Jurian Van de Laar, Marnix Van den Ent, Antnio Vieira Melo, Wenye",P
10,0,0,81,0,0,mixed,0,"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",P
10,0,0,95,0,0,mixed,0,"This document was formally approved for release by the General Assembly of the ISTQB on May 31,",P
10,0,0,5,1,0,mixed,0,2014,P
10,0,0,12,0,0,sentence,0,Version 2014,P
10,0,0,12,0,0,sentence,0,Page 5 of 12,P
10,0,0,12,0,0,sentence,0,"May 31, 2014",P
6,0,0,51,0,0,mixed,0,International Software Testing Qualifications Board,P
12,0,0,8,0,1,sentence,0,Overview,P
10,0,0,39,0,0,mixed,0,Foundation Level Extension Agile Tester,P
10,0,0,13,0,0,sentence,0,International,P
10,0,0,16,0,0,mixed,0,Software Testing,P
10,0,0,20,0,0,mixed,0,Qualifications Board,P
16,0,0,50,1,1,mixed,0,1. Introduction to the Foundation Level Extensions,H1
10,0,0,92,0,0,mixed,0,This overview document is intended for anyone with an interest in the ISTQB Foundation Level,P
10,0,0,106,0,0,sentence,0,Extensions who wants a high-level introduction to the leading principles and an overview of the individual,P
10,0,0,18,0,0,lower,0,extension syllabi.,P
10,0,0,101,0,0,mixed,0,"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",P
10,0,0,102,0,0,mixed,0,"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",P
10,0,0,56,0,0,mixed,0,updated document will be available on the ISTQB website.,P
10,0,0,97,0,0,mixed,0,The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,P
10,0,0,96,0,0,mixed,0,some time. New topics emerge due to technology and methodology changes in the market which often,P
10,0,0,106,0,0,mixed,0,"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",P
10,0,0,106,0,0,mixed,0,"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",P
10,0,0,92,0,0,mixed,0,ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,P
10,0,0,102,0,0,mixed,0,"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",P
10,0,0,42,0,0,lower,0,that is beyond the scope of this document.,P
10,0,0,68,0,0,mixed,0,The following Foundation Level Extension syllabus has been released:,P
10,0,0,12,0,0,mixed,0,Agile Tester,P
10,0,0,100,0,0,mixed,0,"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",P
10,0,0,93,0,0,mixed,0,Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,P
10,0,0,106,0,0,mixed,0,"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",P
10,0,0,111,0,0,lower,0,will outline the benefits for companies that are considering the development of specific testing skills at this,P
10,0,0,6,0,0,lower,0,level.,P
10,0,0,12,0,0,sentence,0,Version 2014,P
10,0,0,12,0,0,sentence,0,Page 6 of 12,P
10,0,0,12,0,0,sentence,0,"May 31, 2014",P
6,0,0,51,0,0,mixed,0,International Software Testing Qualifications Board,P
12,0,0,8,0,1,sentence,0,Overview,P
10,0,0,39,0,0,mixed,0,Foundation Level Extension Agile Tester,P
10,0,0,13,0,0,sentence,0,International,P
10,0,0,16,0,0,mixed,0,Software Testing,P
10,0,0,20,0,0,mixed,0,Qualifications Board,P
16,0,0,58,1,1,mixed,0,2. Introduction to Foundation Level Agile Tester Extension,H1
10,0,0,99,0,0,mixed,0,The certification for Foundation Level Extension Agile Tester is designed for professionals who are,P
10,0,0,34,0,0,mixed,0,working within Agile environments.,P
10,0,0,67,0,0,sentence,0,It is also for professionals who are planning to start implementing,P
10,0,0,103,0,0,mixed,0,"Agile methods in the near future, or are working within companies that plan to do so, The certification",P
10,0,0,105,0,0,mixed,0,"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",P
10,0,0,37,0,0,lower,0,methodologies specific to their role.,P
14,0,0,21,1,1,mixed,0,2.1 Intended Audience,H2
10,0,0,104,0,0,mixed,0,The Foundation Level Extension Agile Tester qualification is aimed at four main groups of professionals:,P
10,0,0,95,1,0,mixed,0,1. Professionals who have achieved in-depth testing experience in traditional methods and would,P
10,0,0,40,0,0,mixed,0,like to get an Agile Tester Certificate.,P
10,0,0,97,1,0,mixed,0,"2. Junior professional testers who are just starting in the testing profession, have received the",P
10,0,0,92,0,0,mixed,0,"Foundation Level certificate, and would like to know more about the testers role in an Agile",P
10,0,0,12,0,0,lower,0,environment.,P
10,0,0,97,1,0,mixed,0,"3. Professionals who are relatively new to testing and are required to implement test approaches,",P
10,0,0,65,0,0,mixed,0,methods and techniques in their day to day job in Agile projects.,P
10,0,0,89,1,0,mixed,0,4. Professionals who are experienced in their role (including unit testing) and need more,P
10,0,0,90,0,0,mixed,0,understanding and knowledge about how to perform and manage testing on all levels in Agile,P
10,0,0,9,0,0,lower,0,projects.,P
10,0,0,104,0,0,sentence,0,"These professionals include people who are in roles such as testers, test analysts, test engineers, test",P
10,0,0,77,0,0,lower,0,"consultants, test managers, user acceptance testers, and software developers.",P
10,0,0,97,0,0,mixed,0,This Foundation Level Extension Agile Tester certification may also be appropriate for anyone who,P
10,0,0,102,0,0,mixed,0,"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",P
10,0,0,59,0,0,lower,0,"managers, software development managers, business analysts,",P
10,0,0,28,0,0,mixed,0,"IT directors, and management",P
10,0,0,12,0,0,lower,0,consultants.,P
14,0,0,28,1,1,mixed,0,2.2 Career Paths for Testers,H2
10,0,0,104,0,0,mixed,0,"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",P
10,0,0,104,0,0,mixed,0,professional testers. A person with the Agile Tester certificate has extended the broad understanding of,P
10,0,0,109,0,0,mixed,0,testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,P
10,0,0,17,0,0,mixed,0,an Agile project.,P
10,0,0,100,0,0,mixed,0,People possessing an ISTQB Foundation Level Extension Agile Tester certificate may use the Certified,P
10,0,0,40,0,0,mixed,0,Tester Foundation Level acronym CTFL-AT.,P
14,0,0,23,1,1,mixed,0,2.3 Learning Objectives,H2
10,0,0,106,0,0,mixed,0,"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",P
10,0,0,79,0,0,mixed,0,remember and recall terms and concepts stated in the Foundation Level syllabus.,P
10,0,0,104,0,0,mixed,0,"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",P
10,0,0,15,0,0,lower,0,extension exam.,P
10,0,0,12,0,0,sentence,0,Version 2014,P
10,0,0,12,0,0,sentence,0,Page 7 of 12,P
10,0,0,12,0,0,sentence,0,"May 31, 2014",P
6,0,0,51,0,0,mixed,0,International Software Testing Qualifications Board,P
12,0,0,8,0,1,sentence,0,Overview,P
10,0,0,39,0,0,mixed,0,Foundation Level Extension Agile Tester,P
10,0,0,13,0,0,sentence,0,International,P
10,0,0,16,0,0,mixed,0,Software Testing,P
10,0,0,20,0,0,mixed,0,Qualifications Board,P
10,0,0,97,0,0,sentence,0,"That said, each extension level exam focuses on the learning objectives defined in that extension",P
10,0,0,105,0,0,mixed,0,"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",P
10,0,0,50,0,0,lower,0,chapter within each particular extension syllabus.,P
14,0,0,22,1,1,mixed,0,2.4 Entry Requirements,H2
10,0,0,97,0,0,mixed,0,"To be able to participate in a Foundation Level Extension Agile Tester exam, candidates must have",P
10,0,0,48,0,0,mixed,0,obtained the ISTQB Foundation Level certificate.,P
14,0,0,33,1,1,mixed,0,2.5 Structure and Course Duration,H2
10,0,0,94,0,0,mixed,0,The Foundation Level Extension Agile Tester syllabus has no shared or common elements with the,P
10,0,0,26,0,0,mixed,0,Foundation Level syllabus.,P
10,0,0,67,0,0,sentence,0,The syllabi must be taught in the following minimum number of days:,P
10,1,0,8,0,0,sentence,0,Syllabus,P
10,0,0,20,0,0,mixed,0,Baseline: Foundation,P
10,0,0,23,0,0,mixed,0,Extension: Agile Tester,P
10,1,0,4,0,0,sentence,0,Days,P
10,0,0,1,0,0,mixed,0,3,P
10,0,0,1,0,0,mixed,0,2,P
10,0,0,98,0,0,mixed,0,The following figure shows the structure of the Agile Tester Extension and its relationship to the,P
10,0,0,17,0,0,mixed,0,Foundation Level.,P
10,0,0,12,0,0,sentence,0,Version 2014,P
10,0,0,12,0,0,sentence,0,Page 8 of 12,P
10,0,0,12,0,0,sentence,0,"May 31, 2014",P
6,0,0,51,0,0,mixed,0,International Software Testing Qualifications Board,P
12,0,0,8,0,1,sentence,0,Overview,P
10,0,0,39,0,0,mixed,0,Foundation Level Extension Agile Tester,P
10,0,0,13,0,0,sentence,0,International,P
10,0,0,16,0,0,mixed,0,Software Testing,P
10,0,0,20,0,0,mixed,0,Qualifications Board,P
14,0,0,22,1,1,mixed,0,2.6 Keeping It Current,H2
10,0,0,102,0,0,mixed,0,The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,P
10,0,0,94,0,0,mixed,0,"access to relevant and current information, the ISTQB working groups have created links on the",P
10,0,0,100,0,0,lower,0,"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",P
10,0,0,72,0,0,mixed,0,in the industry. This information is not examinable under this syllabus.,P
10,0,0,12,0,0,sentence,0,Version 2014,P
10,0,0,12,0,0,sentence,0,Page 9 of 12,P
10,0,0,12,0,0,sentence,0,"May 31, 2014",P
6,0,0,51,0,0,mixed,0,International Software Testing Qualifications Board,P
12,0,0,8,0,1,sentence,0,Overview,P
10,0,0,39,0,0,mixed,0,Foundation Level Extension Agile Tester,P
10,0,0,13,0,0,sentence,0,International,P
10,0,0,16,0,0,mixed,0,Software Testing,P
10,0,0,20,0,0,mixed,0,Qualifications Board,P
16,0,0,58,1,1,mixed,0,3. Overview of the Foundation Level Extension Agile Tester,H1
16,1,0,8,0,1,sentence,0,Syllabus,H1
14,0,0,21,1,1,mixed,0,3.1 Business Outcomes,H2
10,0,0,102,0,0,mixed,0,This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,P
10,0,0,37,0,0,mixed,0,Extension Agile Tester certification.,P
10,0,0,19,0,0,mixed,0,An Agile Tester can,P
10,0,0,90,0,0,mixed,0,AFM1 Collaborate in a cross-functional Agile team being familiar with principles and basic,P
10,0,0,40,0,0,mixed,0,practices of Agile software development.,P
10,0,0,84,0,0,mixed,0,AFM2 Adapt existing testing experience and knowledge to Agile values and principles.,P
10,0,0,64,0,0,mixed,0,AFM3 Support the Agile team in planning test-related activities.,P
10,0,0,75,0,0,mixed,0,AFM4 Apply relevant methods and techniques for testing in an Agile project.,P
10,0,0,57,0,0,mixed,0,AFM5 Assist the Agile team in test automation activities.,P
10,0,0,87,0,0,mixed,0,"AFM6 Assist business stakeholders in defining understandable and testable user stories,",P
10,0,0,63,0,0,lower,0,"scenarios, requirements and acceptance criteria as appropriate.",P
10,0,0,85,0,0,mixed,0,AFM7 Work and share information with other team members using effective communication,P
10,0,0,20,0,0,lower,0,styles and channels.,P
10,0,0,103,0,0,mixed,0,"In general, a Certified Tester Foundation Level Agile Tester is expected to have acquired the necessary",P
10,0,0,67,0,0,mixed,0,skills to working effectively within an Agile team and environment.,P
14,0,0,11,1,1,mixed,0,3.2 Content,H2
10,0,0,37,0,0,mixed,0,Chapter 1: Agile Software Development,P
10,0,0,93,0,0,mixed,0,The tester should remember the basic concept of Agile software development based on the Agile,P
10,0,0,10,0,0,sentence,0,Manifesto.,P
10,0,0,90,0,0,sentence,0,The tester should understand the advantages of the whole-team approach and the benefits of,P
10,0,0,28,0,0,lower,0,early and frequent feedback.,P
10,0,0,63,0,0,mixed,0,The tester should recall Agile software development approaches.,P
10,0,0,93,0,0,sentence,0,The tester should be able to write testable user stories in collaboration with developers and,P
10,0,0,25,0,0,lower,0,business representatives.,P
10,0,0,86,0,0,sentence,0,The tester should understand how retrospectives can be used as a mechanism for process,P
10,0,0,30,0,0,mixed,0,improvement in Agile projects.,P
10,0,0,75,0,0,sentence,0,The tester should understand the use and purpose of continuous integration.,P
10,0,0,95,0,0,sentence,0,"The tester should know the differences between iteration and release planning, and how a tester",P
10,0,0,39,0,0,lower,0,adds value in each of these activities.,P
10,0,0,12,0,0,sentence,0,Version 2014,P
10,0,0,13,0,0,sentence,0,Page 10 of 12,P
10,0,0,12,0,0,sentence,0,"May 31, 2014",P
6,0,0,51,0,0,mixed,0,International Software Testing Qualifications Board,P
12,0,0,8,0,1,sentence,0,Overview,P
10,0,0,39,0,0,mixed,0,Foundation Level Extension Agile Tester,P
10,0,0,13,0,0,sentence,0,International,P
10,0,0,16,0,0,mixed,0,Software Testing,P
10,0,0,20,0,0,mixed,0,Qualifications Board,P
10,0,0,73,0,0,mixed,0,"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes",P
10,0,0,98,0,0,mixed,0,The tester should be able to describe the differences between testing activities in Agile projects,P
10,0,0,23,0,0,mixed,0,and non-Agile projects.,P
10,0,0,94,0,0,sentence,0,The tester should be able to describe how development and testing activities are integrated in,P
10,0,0,15,0,0,sentence,0,Agile projects.,P
10,0,0,88,0,0,mixed,0,The tester should be able to describe the role of independent testing in Agile projects.,P
10,0,0,96,0,0,sentence,0,The tester should be able to describe the tools and techniques used to communicate the status of,P
10,0,0,73,0,0,mixed,0,"testing in an Agile project, including test progress and product quality.",P
10,0,0,98,0,0,sentence,0,The tester should be able to describe the process of evolving tests across multiple iterations and,P
10,0,0,85,0,0,mixed,0,explain why test automation is important to manage regression risk in Agile projects.,P
10,0,0,99,0,0,mixed,0,"The tester should understand the skills (people, domain, and testing) of a tester in an Agile team.",P
10,0,0,82,0,0,mixed,0,The tester should be able to understand the role of a tester within an Agile team.,P
10,0,0,55,0,0,mixed,0,"Chapter 3: Agile Testing Methods, Techniques, and Tools",P
10,0,0,93,0,0,sentence,0,"The tester should be able to recall the concepts of test-driven development, acceptance test-",P
10,0,0,52,0,0,lower,0,"driven development, and behavior-driven development.",P
10,0,0,69,0,0,sentence,0,The tester should be able to recall the concepts of the test pyramid.,P
10,0,0,97,0,0,sentence,0,The tester should be able to summarize the testing quadrants and their relationships with testing,P
10,0,0,25,0,0,lower,0,levels and testing types.,P
10,0,0,89,0,0,mixed,0,"For a given Agile project, the tester should be able to work as a tester in a Scrum team.",P
10,0,0,74,0,0,mixed,0,The tester should be able to assess quality risks within an Agile project.,P
10,0,0,98,0,0,sentence,0,The tester should be able to estimate testing effort based on iteration content and quality risks.,P
10,0,0,90,0,0,sentence,0,The tester should be able to interpret relevant information to support testing activities.,P
10,0,0,95,0,0,sentence,0,The tester should be able to explain to business stakeholders how to define testable acceptance,P
10,0,0,9,0,0,lower,0,criteria.,P
10,0,0,94,0,0,sentence,0,"Given a user story, the tester should be able to write acceptance test-driven development test",P
10,0,0,6,0,0,lower,0,cases.,P
10,0,0,100,0,0,sentence,0,"For both functional and non-functional behavior, the tester should be able to write test cases using",P
10,0,0,61,0,0,lower,0,black box test design techniques based on given user stories.,P
10,0,0,100,0,0,mixed,0,The tester should be able to perform exploratory testing to support the testing of an Agile project.,P
10,0,0,99,0,0,sentence,0,The tester should be able to recall different tools available to testers according to their purpose,P
10,0,0,36,0,0,mixed,0,and to activities in Agile projects.,P
10,0,0,12,0,0,sentence,0,Version 2014,P
10,0,0,13,0,0,sentence,0,Page 11 of 12,P
10,0,0,12,0,0,sentence,0,"May 31, 2014",P
6,0,0,51,0,0,mixed,0,International Software Testing Qualifications Board,P
12,0,0,8,0,1,sentence,0,Overview,P
10,0,0,39,0,0,mixed,0,Foundation Level Extension Agile Tester,P
10,0,0,13,0,0,sentence,0,International,P
10,0,0,16,0,0,mixed,0,Software Testing,P
10,0,0,20,0,0,mixed,0,Qualifications Board,P
16,0,0,13,1,1,mixed,0,4. References,H1
14,0,0,14,1,1,mixed,0,4.1 Trademarks,H2
10,0,0,80,0,0,sentence,0,The following registered trademarks and service marks are used in this document:,P
10,0,0,90,0,0,mixed,0,ISTQB is a registered trademark of the International Software Testing Qualifications Board,P
14,0,0,27,1,1,mixed,0,4.2 Documents and Web Sites,H2
10,1,0,10,0,0,sentence,0,Identifier,P
10,0,0,11,0,0,mixed,0,[ISTQB-Web],P
10,1,0,9,0,0,sentence,0,Reference,P
10,0,0,74,0,0,mixed,0,Web site of the International Software Testing Qualifications Board. Refer,P
10,0,0,74,0,0,mixed,0,to this website for the latest ISTQB Glossary and Syllabi. (www.istqb.org),P
10,0,0,12,0,0,sentence,0,Version 2014,P
10,0,0,13,0,0,sentence,0,Page 12 of 12,P
10,0,0,12,0,0,sentence,0,"May 31, 2014",P
6,0,0,51,0,0,mixed,0,International Software Testing Qualifications Board,P
10,0,0,34,0,0,mixed,0,Commerce 1AA3 - Fall 2014 - 1 of 9,H1
16,1,0,13,0,1,mixed,0,Commerce 1AA3,H1
16,1,0,45,0,1,mixed,0,Financial Accounting Fall 2014 Course Outline,H1
16,1,0,49,0,1,mixed,0,Accounting and Financial Management Services Area,H1
16,1,0,27,0,1,mixed,0,DeGroote School of Business,H1
16,1,0,19,0,1,mixed,0,McMaster University,H1
14,1,0,16,0,1,upper,0,COURSE OBJECTIVE,H2
12,0,0,95,0,0,sentence,0,This course will help all students (whether or not they plan a career in accounting) understand,P
12,0,0,96,0,0,lower,0,"why accounting exists, how it is implemented, its usefulness for decision making, how it affects",P
12,0,0,80,0,0,lower,0,behaviour and contracts and why there are controversies over accounting methods.,P
12,0,0,43,0,0,sentence,0,The specific objectives of this course are:,P
12,0,0,90,0,0,mixed,0,1) Help students develop a thorough understanding of accounting procedures and the choices,P
12,0,0,53,0,0,lower,0,possible in preparing corporate financial statements.,P
12,0,0,91,0,0,mixed,0,"2) Help students become intelligent readers and users of corporate financial reports, which",P
12,0,0,86,0,0,lower,0,"include the fundamental statements (balance sheet, income statement, retained earnings",P
12,0,0,81,0,0,lower,0,"statement, and cash flow statement) plus explanatory notes, auditors report, etc.",P
12,0,0,90,0,0,mixed,0,3) Develop students appreciation of the usefulness and limitations of financial accounting,P
12,0,0,12,0,0,lower,0,information.,P
14,1,0,34,0,1,upper,0,INSTRUCTOR AND CONTACT INFORMATION,H2
12,1,0,22,0,0,mixed,0,Section 1-3: Weeks 1-4,H3
12,1,0,17,0,0,mixed,0,Dr. Emad Mohammad,H3
12,0,0,17,0,0,lower,0,mohde@mcmaster.ca,P
12,0,0,15,0,0,mixed,0,Office: DSB 317,P
12,0,0,47,0,0,mixed,0,"Office Hours: 9:30-11:20, Thursdays and Fridays",P
12,0,0,26,0,0,sentence,0,Tel: (905) 525-9140 x27432,P
12,0,0,23,0,0,mixed,0,Class Location: JHE 376,P
12,1,0,23,0,0,mixed,0,Section 1-3: Weeks 5-12,H3
12,1,0,12,0,0,mixed,0,Aadil Merali,H3
12,0,0,18,0,0,lower,0,merali@mcmaster.ca,P
12,0,0,15,0,0,mixed,0,Office: DSB 318,P
12,0,0,36,0,0,mixed,0,Office Hours: Tuesday 9:30 11:00 and,P
12,0,0,10,0,0,mixed,0,12:30 2:00,P
12,0,0,26,0,0,sentence,0,Tel: (905) 525-9140 x24630,P
12,0,0,23,0,0,mixed,0,Class Location: JHE 376,P
12,1,0,55,0,0,mixed,0,Teaching Assistants: Information to be posted on Avenue,H3
12,1,0,41,0,0,mixed,0,Course Website: http://avenue.mcmaster.ca,H3
14,1,0,15,0,1,upper,0,COURSE ELEMENTS,H2
11,0,0,13,0,0,mixed,0,Credit Value:,P
11,0,0,7,0,0,sentence,0,Avenue:,P
11,0,0,14,0,0,sentence,0,Participation:,P
11,0,0,15,0,0,sentence,0,Evidence-based:,P
11,0,0,1,0,0,mixed,0,3,P
11,0,0,3,0,0,sentence,0,Yes,P
11,0,0,3,0,0,sentence,0,Yes,P
11,0,0,3,0,0,sentence,0,Yes,P
11,0,0,14,0,0,mixed,0,Leadership: No,P
11,0,0,11,0,0,mixed,0,Ethics: Yes,P
11,0,0,14,0,0,mixed,0,Innovation: No,P
11,0,0,16,0,0,mixed,0,Experiential: No,P
11,0,0,14,0,0,mixed,0,IT skills: Yes,P
11,0,0,16,0,0,mixed,0,Global view: Yes,P
11,0,0,13,0,0,mixed,0,Numeracy: Yes,P
11,0,0,19,0,0,mixed,0,Written skills: Yes,P
11,0,0,15,0,0,mixed,0,Oral skills: No,P
11,0,0,14,0,0,mixed,0,Group work: No,P
11,0,0,37,0,0,mixed,0,Final Exam: Yes Guest speaker(s): Yes,P
10,0,0,24,0,0,lower,0,www.degroote.mcmaster.ca,P
10,0,0,34,0,0,mixed,0,Commerce 1AA3 - Fall 2014 - 2 of 9,P
14,1,0,18,0,1,upper,0,COURSE DESCRIPTION,H2
